DscConjuntoUnidadeConsumidora,DscTipoInterrupcao,IdeMotivoInterrupcao,DatInicioInterrupcao,DatFimInterrupcao,DscFatoGeradorInterrupcao,NumAno
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-27 20:25:43,2024-02-28 03:30:45,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-17 18:57:58,2024-04-18 04:21:21,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-13 12:13:00,2024-01-13 15:16:14,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-10 07:06:35,2024-05-10 09:50:53,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-04 09:29:38,2024-01-04 09:39:40,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-04 09:38:04,2024-01-04 13:27:12,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-10 00:56:00,2024-05-10 01:51:05,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;ERRO DE OPERACAO,2024
NOVO BANDEIRANTES,Programada,6,2024-01-04 09:00:00,2024-01-04 14:10:28,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,Programada,0,2024-04-10 23:37:20,2024-04-11 04:34:21,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-11 07:14:47,2024-06-11 16:45:59,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-10 19:31:48,2024-04-11 16:22:56,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-03 23:30:00,2024-01-04 02:40:25,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-31 19:01:10,2024-03-31 20:25:43,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-31 19:01:10,2024-03-31 20:25:43,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-03-22 06:29:54,2024-03-22 08:25:54,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-03-22 06:29:54,2024-03-22 08:28:30,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-11 07:54:34,2024-04-11 15:58:53,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-09 06:29:48,2024-01-09 16:08:53,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-16 17:51:01,2024-01-16 18:02:08,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-09 06:43:28,2024-01-09 12:57:39,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-13 17:18:00,2024-05-13 17:49:14,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 17:46:25,2024-01-09 15:00:05,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 17:02:19,2024-01-09 15:00:05,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-02 09:33:13,2024-05-02 13:52:43,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 17:11:46,2024-01-09 16:59:09,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-23 15:54:53,2024-05-24 00:09:14,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;SERVICO MAL EXECUTADO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-11 18:00:32,2024-03-11 20:45:05,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-02 11:13:15,2024-05-02 17:00:00,INTERNA;NAO PROGRAMADA;TERCEIROS;EMPRESAS DE SERVICOS PUBLICOS OU SUAS CONTRATADAS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-22 13:02:49,2024-03-22 13:24:20,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-02 10:22:00,2024-03-02 12:52:58,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-25 15:56:00,2024-01-25 17:16:51,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-11 13:47:00,2024-04-11 17:12:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-21 18:33:37,2024-02-22 16:00:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-09 14:57:00,2024-01-09 15:00:05,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-11 17:55:38,2024-04-12 01:35:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-03 09:23:15,2024-05-03 14:46:39,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-09 14:05:35,2024-01-10 13:18:31,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-09 13:47:54,2024-01-09 16:08:53,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-09 13:47:54,2024-01-09 13:53:14,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-01 22:36:46,2024-06-02 03:17:00,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-21 15:23:21,2024-02-21 21:04:07,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-09 10:01:30,2024-01-10 12:28:02,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-03 16:48:37,2024-01-03 21:22:14,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-11 09:16:27,2024-04-11 13:10:59,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ANIMAIS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-12 15:31:54,2024-02-12 19:09:15,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-05-24 10:52:25,2024-05-24 23:19:49,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-12 19:24:58,2024-02-13 03:21:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-01 09:07:00,2024-04-01 10:50:46,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-22 10:26:50,2024-03-23 11:50:56,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 16:54:07,2024-01-08 19:50:44,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-01 08:26:57,2024-05-01 11:34:41,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-20 11:54:52,2024-02-23 17:20:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-25 14:16:37,2024-06-25 15:55:14,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-15 14:45:31,2024-01-15 19:54:00,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:03:03,2024-01-09 06:47:00,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-15 14:59:50,2024-01-16 18:08:25,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-09 13:41:00,2024-04-09 18:23:29,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-29 17:20:04,2024-03-30 06:53:34,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-29 18:05:16,2024-03-29 19:17:50,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 12:29:14,2024-01-08 22:12:37,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 12:29:14,2024-01-09 00:24:54,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 12:29:14,2024-01-08 14:18:36,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 12:29:14,2024-01-08 14:18:36,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-09 17:51:19,2024-06-10 00:01:40,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-03-20 18:00:20,2024-03-21 03:15:53,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 11:14:59,2024-01-09 13:08:00,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 16:54:07,2024-01-08 19:50:44,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-10 12:50:28,2024-06-10 14:55:22,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-24 16:43:12,2024-01-25 20:08:11,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-10 09:57:00,2024-04-10 10:03:35,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,Programada,0,2024-04-10 10:11:24,2024-04-10 13:10:45,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,Programada,0,2024-04-10 10:12:22,2024-04-10 14:00:19,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-21 13:42:26,2024-03-24 16:59:06,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-13 12:29:46,2024-05-13 15:30:59,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-01 08:53:49,2024-03-02 09:28:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 16:22:44,2024-01-10 23:54:45,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 16:22:44,2024-01-08 16:57:14,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 16:22:44,2024-01-08 16:51:03,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 16:22:44,2024-01-08 19:50:44,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,Programada,0,2024-05-23 10:52:00,2024-05-23 14:10:18,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-01-08 16:22:44,2024-01-08 19:50:44,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:20:50,2024-01-08 22:27:25,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-26 10:38:05,2024-06-27 01:45:08,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:23:32,2024-01-09 02:36:35,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:23:32,2024-01-09 02:35:53,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:23:54,2024-01-09 06:20:43,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:48:20,2024-01-09 00:26:04,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:48:41,2024-01-09 09:35:58,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:28:44,2024-01-09 04:04:10,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:35:23,2024-01-08 20:02:58,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-29 18:34:21,2024-03-01 15:38:22,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:35:23,2024-01-09 14:37:34,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-08 15:35:23,2024-01-09 14:51:00,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-03 03:09:00,2024-04-03 05:16:00,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-13 11:53:50,2024-06-13 13:34:08,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-14 12:34:44,2024-03-14 14:19:26,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-02-14 12:22:59,2024-02-14 16:09:50,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-24 09:12:17,2024-03-25 06:55:03,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-04 18:50:51,2024-02-05 06:27:36,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-24 11:05:13,2024-04-24 15:16:57,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;ERRO DE OPERACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-24 09:56:47,2024-04-24 11:55:12,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-16 10:04:00,2024-05-16 11:54:22,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-03 13:05:32,2024-06-03 17:32:00,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;ERRO DE OPERACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-04 09:43:56,2024-03-04 12:20:35,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-24 08:55:17,2024-06-24 12:56:23,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,Programada,0,2024-06-13 23:00:32,2024-06-14 01:00:34,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,Programada,0,2024-06-13 23:00:50,2024-06-14 00:50:09,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-02-24 09:59:59,2024-02-25 08:50:56,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-28 10:37:15,2024-01-29 05:30:10,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-13 16:20:37,2024-06-14 09:20:29,INTERNA;NAO PROGRAMADA;TERCEIROS;EMPRESAS DE SERVICOS PUBLICOS OU SUAS CONTRATADAS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-26 09:13:00,2024-05-26 09:42:02,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-26 09:14:41,2024-05-26 10:26:38,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-24 09:41:13,2024-03-24 16:40:23,INTERNA;NAO PROGRAMADA;NAO CLASSIFICADA;,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-06 07:47:23,2024-05-06 10:14:40,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-06 07:19:56,2024-05-06 15:46:56,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;ERRO DE OPERACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-24 14:01:47,2024-04-25 02:54:58,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-24 19:31:40,2024-06-24 21:05:58,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-15 06:47:52,2024-05-15 12:17:56,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-09 18:55:13,2024-01-11 12:45:27,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-15 07:46:38,2024-05-15 14:48:07,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ANIMAIS,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-05-24 21:58:56,2024-05-25 12:45:50,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-26 11:18:00,2024-01-26 11:40:28,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-22 13:12:44,2024-02-23 07:15:42,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-02-13 17:04:53,2024-02-13 18:12:25,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-22 09:07:19,2024-02-23 07:15:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-22 09:13:07,2024-02-23 10:07:29,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-02 10:04:00,2024-06-02 10:39:24,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-11 21:22:58,2024-06-12 15:38:03,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;QUEIMA OU INCENDIO,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-09 15:38:26,2024-01-09 18:00:00,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-01 14:36:57,2024-04-01 17:56:26,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-03 13:48:55,2024-05-03 18:24:38,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,Programada,0,2024-02-03 10:26:00,2024-02-03 14:56:00,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,Programada,0,2024-06-27 14:30:11,2024-06-27 15:25:00,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,3,2024-01-09 16:42:39,2024-01-10 15:40:27,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-04-01 16:39:40,2024-04-02 15:55:52,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-25 13:32:49,2024-05-25 16:13:24,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-10 06:41:01,2024-01-11 17:47:19,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-18 13:09:33,2024-01-19 12:15:11,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
