eq_nome,eq_enderec,eq_bairro,eq_cep,eq_horario,eq_telefon,eq_regiao,eq_distrit,eq_subpref,eq_esfera,eq_classe,eq_rede,eq_tipo,geometry,Latitude,Longitude
EMEI MARIA LUIZA MORETTI GENTILE PROFA,"JACARAIPE, 550",QUINTA DA PAINEIRA,03152-150,,23413511,LESTE,93,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (338721.663043 7389832.627865),-23.593990599865652,-46.58059483940733
EMEI ANTONIO FIGUEIREDO AMARAL,"LEONARDO JONES JUNIOR, 34",BARRA FUNDA,01138-040,,33921898,CENTRO,69,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (330874.541137 7397519.674888),-23.523782622179137,-46.65660493888015
EMEI JOSEMARIA ESCRIVA BEM-AVENTURADO,"PROFESSOR ARNALDO JOAO SEMERARO, 456",JARDIM SANTA EMILIA,04184-000,,23318437,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (336920.641582 7383807.842655),-23.64820898279106,-46.5989004865012
EMEI SILVIO CALDAS COMPOSITOR,"ANDRE PUJOS, S/N",JARDIM CELESTE,04195-040,,23318619,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (335464.56097 7382663.445056),-23.658393999284687,-46.61329889814457
EMEI CARLOS EDUARDO DE CAMARGO ARANHA DR,"DO BOQUEIRAO, 107",SAUDE,04293-000,,50733107,SUL,27,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (334950.223763 7386808.939281),-23.620911384784538,-46.61788028622854
CEMEI SUZANA CAMPOS TAUIL,"LOEFGREEN, 1963",VILA CLEMENTINO,04040-033,,55713525,SUL,77,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEMEI,POINT (332189.219922 7389096.789006),-23.59996988810712,-46.64467827689386
CEI DIRET SILVIA COVAS,"JOSE VICENTE NOBREGA, 21",CAMBUCI,01541-040,,20630077,CENTRO,14,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (334848.521104 7392076.801678),-23.573336729688446,-46.618293094842926
CEI DIRET JOSE GOMES DE MORAES NETTO VER,"DEMOCRACIA, 262",VILA BRASILINA,04161-060,,29694462,SUL,27,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (335070.777438 7386099.206241),-23.62733196060656,-46.616777606390464
CEI DIRET FRANCISCO PEREZ VER,"JACAPE, 148",VILA AGUA FUNDA,04315-050,,50582917,SUL,27,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (333888.044191 7385127.275028),-23.635986341543333,-46.628476692805535
CEI DIRET MONUMENTO,"LEAIS PAULISTANOS, 22",IPIRANGA,04202-010,,22155478,SUL,34,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (335797.61112 7391480.931964),-23.578813505884984,-46.60906155009487
CEI DIRET PARQUE FONGARO,"JOAQUIM GONCALVES ANDRADE, 66",PARQUE FONGARO,04257-020,,29466434,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (337582.634355 7385598.237473),-23.632109930166635,-46.592216374909334
CEI DIRET SANTA TERESA,"CLAUDIO FERREIRA MANOEL, 140",VILA SANTA TERESAZONA SUL,04187-200,,23356611,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (337367.99355 7383883.946265),-23.647566992764606,-46.59450744739457
CEI DIRET INEZ MENEZES MARIA,"ISABEL DE GOIS, 10",JARDIM BOTUCATU,04173-150,,23355064,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (335762.473053 7385088.632777),-23.636527068827288,-46.61011068847283
CEI DIRET VICENTINA VELASCO AS SOCIAL,"CASTRO PRADO, 39",PQ BRISTOL,04193-060,,23316198,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (336239.805909 7383633.346346),-23.64971556029877,-46.60559289160147
CEI DIRET WILSON JOSE ABDALLA,"NEVES DE CARVALHO, 850",BOM RETIRO,01132-010,,32222109,CENTRO,9,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (331489.814132 7398113.79177),-23.518482302811353,-46.65051330705344
CEI DIRET JOSE DE MOURA VER,"DONA ANA NERI, 157",MOOCA,03106-010,,32086399,CENTRO,14,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (335277.381762 7394025.403889),-23.55578611131293,-46.61387704688353
CEI DIRET GENOVEVA DASCOLI,"MARIA DAFFRE, 740",QUINTA DA PAINEIRA,03150-020,,23470846,LESTE,93,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (338201.940793 7390541.82426),-23.587535146572378,-46.58560984700368
CEI DIRET ENEDINA DE SOUSA CARVALHO,"ANTONIO DE PAIVA AZEVEDO, 60",PARQUE TOMAS SARAIVA,03284-080,,21541860,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (343249.512849 7390585.367077),-23.587638940778426,-46.53615343939169
CEI DIRET JARDIM GUAIRACA,"JACITARA TIPITI, 217",JARDIM GUAIRACA,03244-090,,22138322,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (342808.685258 7388744.470033),-23.604218510486156,-46.54066650992325
EMEI JOAQUIM ANTONIO DA ROCHA,"PROFESSOR JOSE OZI, S/N",CIDADE NOVA HELIOPOLIS,04230-045,,20638006,SUL,34,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (338614.662464 7388098.243474),-23.60964019601417,-46.58183105953016
EMEI FATIMA REGINA DA CRUZ SABINO CALACA PROFA,"MARIO QUINTANA, 15",JARDIM SAO SAVERIO,04194-261,,23314745,NORTE,3,01,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (317940.947903 7407504.74001),-23.432232914145043,-46.78203338348881
CEI DIRET EDUARDO DE CAMPOS ROSMANINHO DR,"DOM BERNARDO NOGUEIRA, 921",VILA GUMERCINDO,04134-000,,55853701,SUL,27,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (334699.370836 7388213.965543),-23.60819959411384,-46.62018247598067
EMEI SANTO DIAS DA SILVA,"MICHEL MATTAR, S/N",JARDIM PATENTE NOVO,04256-215,,29475077,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (337728.511964 7385735.314727),-23.630886899288036,-46.59077177511759
CEI DIRET JARDIM CLIMAX II,"CELESTINO VIDAL, S/N",SITIO CARAGUATA,04191-290,,23342999,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (336639.677726 7384408.032152),-23.642761348261377,-46.601588371529544
CEI DIRET 13 DE MAIO,"TREZE DE MAIO, 1279",BELA VISTA,01327-000,,32891218,CENTRO,7,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (332102.170481 7393047.705032),-23.5642878901714,-46.645086387041914
CEI DIRET ICAMI TIBA,"CASTRO ALVES, 163",ACLIMACAO,01532-001,,32091416,CENTRO,49,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (332792.465644 7392734.630798),-23.56718607952895,-46.638359997324095
CCI CIPS CAMARA MUNICIPAL DE SAO PAULO,"JACAREI, 100",BELA VISTA,01319-040,,33964589,CENTRO,66,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CCI/CIPS,POINT (332387.009023 7394513.209022),-23.551085244473065,-46.64213191408353
EMEI VILA EMA,"ANTONIO PIRES DE CAMPOS, 98",VILA EMA,03283-060,,22112185,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (342964.685808 7390026.502165),-23.592657584550263,-46.53900283168136
CEI DIRET INDIANOPOLIS,"ACOCE, 174",INDIANOPOLIS,04075-020,,50515230,SUL,32,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (330759.352509 7388820.96645),-23.602311238523303,-46.658718897228546
EMEI ISOLINA LEONEL FERREIRA PROFA,"DAS LAGRIMAS, 603",IPIRANGA,04232-000,,22721299,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (336940.825417 7388402.758359),-23.60672264341271,-46.59819903156522
EMEI MARISA RICCA XIMENES PROFA,"VERATRO, 15",JARDIM PANORAMA ZONA LESTE,03245-060,,20361132,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (343177.92522 7388705.27807),-23.604608258300807,-46.53705264698256
CEI DIRET GREGORIO WESTRUPP PE,"ESTADO DE ISRAEL, 565",VILA CLEMENTINO,04022-001,,50845193,SUL,90,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (332119.851287 7389689.282715),-23.594613050607514,-46.64529117859496
EMEI PARQUE SAVOY CITY,"JACINTO FERREIRA, 250",PARQUE SAVOY CITY,03584-170,,22170825,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (348873.868616 7393256.397742),-23.564055405465933,-46.48077879351458
EMEI FRANCISCO ROQUETTI,"LEAO X, S/N",VILA FORMOSA,03359-025,,21545184,LESTE,85,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (341903.254582 7392646.590997),-23.5688961866626,-46.54912457589825
EMEI SUZANA EVANGELINA FELIPPE PROFA,"HAROLDO DALTRO, S/N",VILA NOVA MANCHESTER,03444-090,,20978698,LESTE,20,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (343670.012615 7394981.552911),-23.547984049288456,-46.53157324147569
EMEI MARIA LAURA DE SOUZA CAMPOS PROFA,"MORORO, 419",CHACARA SANTO ANTONIO,03410-060,,22965451,LESTE,20,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (341497.8 7394109.8),-23.555644550357478,-46.55294099081627
EMEI ALBERTO MESQUITA DE CAMARGO PROF,"BARAO HOMEM DE MELO, S/N",VILA CARRAO,03423-010,,22961400,NORTE,89,07,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (340844.958878 7397819.470938),-23.522084199286564,-46.5589404999965
EMEI JOAO ORTALE PROF,"DIOGO DE AGUIRRE, S/N",VILA FORMOSA,03363-110,,26742062,LESTE,85,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (342488.246797 7393195.297029),-23.563998657662665,-46.543336196499915
EMEI MARIA HELENA BARBOSA MARTINS PROFA,"IBIAJARA, 757",PARADA XV DE NOVEMBRO,08246-100,,22056890,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353382.731919 7397295.7028),-23.527995094327096,-46.43621423529695
EMEI ANTONIO GONCALVES DIAS,"ANTONIO MOURA ANDRADE, 395",JARDIM REDIL,08210-660,,20799929,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (352675.420719 7396943.142868),-23.53111461666293,-46.443175846829405
EMEI JOSE DUARTE,"DIAS COELHO, 97",CIDADE LIDER,08280-360,,27472111,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (349490.31127 7393936.278937),-23.557973624121797,-46.47467172779592
EMEI FLORIANO PEIXOTO MAL,"VICTORIO SANTIM, 645",ITAQUERA,08290-001,,20790679,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (351847.368467 7395827.985753),-23.54110897408267,-46.45139584295661
EMEI MARIA MONTESSORI,"OSVALDO VALLE CORDEIRO, 263",JARDIM BRASILIA ZONA LESTE,03584-000,,27410843,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (348104.036546 7393798.433623),-23.55908894219207,-46.488264723168236
EMEI MANOEL DA NOBREGA PE,"ADELINO, 100",VILA REGINA,08225-160,,29446539,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (351083.796259 7397118.396513),-23.52938675113922,-46.45874587975017
EMEI PIRATININGA,"GALEANDRA, 149",JARDIM ELIANE,03577-040,,27413876,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (346508.3 7394685.3),-23.550930404124472,-46.503804326701726
EMEI RONALD DE CARVALHO,"LINCOLN JUNQUEIRA, 590",JARDIM SAO PEDRO,08420-660,,25572052,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353857.1895 7395258.383836),-23.546434887871488,-46.431766882423396
EMEI OLANDYA PERES RIBEIRO PROFA,"MARIANO CURSINO DE MOURA, 395",PARQUE MARIA LUIZA,03451-000,,27830893,LESTE,4,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (345252.911913 7393852.901762),-23.558327261082244,-46.516186650626935
EMEI NEYL GOMEZ MARTIN PROFA,"MIGUEL BASTOS SOARES, 275",JARDIM CATARINA,03910-000,,,LESTE,4,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (345270.827196 7390937.697494),-23.58465213598477,-46.51631343667104
EMEI DENISE MERCIER RODRIGUES AGUIAR PROFA,"GIOVANNI QUADRI, 354",CONJUNTO RESIDENCIAL JOSE BONIFACIO,08255-500,,25216055,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353654.849737 7395043.722848),-23.548355014919014,-46.43376975564752
EMEI BUENO DE AZEVEDO DR,"AUGUSTO CAVALCANTI, 232",CONJ RESIDENCIAL JOSE BONIFACIO,08253-110,,25211264,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353407.908377 7395506.806353),-23.544151068733658,-46.43614306675462
EMEI SYLVIA VARONI DE CASTRO PROFA,"ANTONIO GANDINI, 857",ITAQUERA,08215-460,,,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353033.508617 7396259.352291),-23.537321708194796,-46.43973612279104
EMEI LEONARDO VAN ACKER PROF,"CONSTANTINO FERNANDES, 21",CONJ RESIDENCIAL JOSE BONIFACIO,08255-030,,25215541,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353596.864709 7394198.438058),-23.555982672586193,-46.43442054956518
EMEI FLORINDA ROBERTO QUEIROZ DE CASTRO,"LINCOLN JUNQUEIRA, 100",JARDIM SAO PEDRO,08420-660,,25544538,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353966.633883 7395157.974209),-23.54735145000053,-46.430704724031045
EMEI PEDRO CHAVES MIN,"FIGUEIRA DA BARBARIA, 481",JARDIM BRASILIA ZONA LESTE,03583-090,,22170165,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (347513.526266 7393749.243665),-23.559477634448424,-46.49405399543859
EMEI ERNANI SILVA BRUNO,"DANIEL MONGOLO, 145",CONJ RESIDENCIAL JOSE BONIFACIO,08250-580,,22056872,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (353220.330112 7396117.753938),-23.538617258671422,-46.43792030263821
EMEI MIROEL SILVEIRA,"CORRUIRA DO BREJO, 133",CONJ RESIDENCIAL JOSE BONIFACIO,08253-530,,25228138,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (352995.022343 7394449.706019),-23.553659239706693,-46.440291073638626
EMEI CARLOS JEREISSATI SEN,"GUILHERME VALENCIA, 125",CONJ JOSE BONIFACIO,08253-280,,25214433,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (352899.918249 7394766.629033),-23.55078881229296,-46.44119142556309
EMEI APARECIDA MARIA DE MENDONCA PROFA,"ISIDORO DE LARA, 150",CONJ RESIDENCIAL JOSE BONIFACIO,08253-250,,22863885,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (352929.051832 7395496.117484),-23.54420421408371,-46.44083426245703
EMEI GLAUBER ROCHA,"PINHEIRO DO PARANA, 493",PARQUE GUARANI,08235-590,,20523492,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (350672.30305 7398403.949642),-23.51774052311892,-46.46264744216404
EMEI LUIZ PEREIRA PROF,"JOSE OITICICA, 113",JARDIM ITAPEMA,03578-080,,27273893,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (346601.599983 7393681.528326),-23.56000298141756,-46.502993575241995
EMEI NILDO DO AMARAL JUNIOR PE,"LOPES DE MEDEIROS, 5",JARDIM NOSSA SENHORA DO CARMO,08275-430,,27471276,LESTE,57,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (348641.526719 7392263.951289),-23.57299525346626,-46.48315540348526
EMEI JARDIM MARILIA,"QUINTINO DA CUNHA, 20",JARDIM MARILIA,03579-160,,27410988,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (347347.039834 7393438.772443),-23.56226541861109,-46.495716530465764
EMEI VICENTE MATHEUS,"ALEXANDRE CHEID, 636",PARQUE SAVOY CITY,03570-100,,27419639,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (348600.152737 7393239.295968),-23.564184265096564,-46.4834617802184
EMEI JOAO RUBENS MARCELO,"AZEVEDO E BRITO, 395",VILA FORMOSA,03366-040,,27837455,LESTE,85,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (343428.48423 7392764.32742),-23.567981288398098,-46.53417131096251
EMEI THEREZA THE DE CARVALHO PROFA,"BARRA DO CAMARAJIBE, 200",PARQUE CRUZEIRO DO SUL,03383-120,,21158177,LESTE,85,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (343715.553307 7391203.829238),-23.582099607519563,-46.531522697175774
CEI DIRET JARDIM SANTA MARIA,"EMBIU, 256",JARDIM SANTA MARIA,03574-110,,27833200,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (345776.923133 7394196.03919),-23.555278821616938,-46.51101842897274
CEI DIRET ARAUCARIAS,"ALBERTO FINK, S/N",CONJUNTO RESIDENCIAL JOSE BONIFACIO,08255-040,,25213861,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (353575.057386 7394128.38015),-23.556613322055014,-46.43464102878473
CEI DIRET PARADA XV DE NOVEMBRO,"IBIAJARA, 111",PARADA XV DE NOVEMBRO,08246-100,,22059763,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (353379.536142 7397373.793133),-23.52728965064195,-46.436237878186134
CEI DIRET PARQUE SAVOY CITY,"ESTEVAO DIAS VERGARA, 700",JARDIM NOSSA SENHORA DO CARMO,08275-120,,27487836,LESTE,57,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (349190.160786 7392518.253197),-23.570750169590447,-46.47775505121677
CEI DIRET CABREUVAS,"ANTONIO GANDINI, 858",ITAQUERA,08215-460,,22056638,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (353046.582405 7396223.29147),-23.537648520990434,-46.439611623240296
CEI DIRET VILA RAMOS,"LARANJA DE NATAL, 251",PARQUE GUARANI,08235-750,,20481179,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (350238.563708 7398291.060425),-23.518719935437908,-46.466906085956964
CEI DIRET JACARANDA,"AUGUSTO CAVALCANTI, 198",CONJUNTO RESIDENCIAL JOSE BONIFACIO,08253-110,,25216327,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (353399.592816 7395465.594001),-23.544522463012253,-46.43622855604362
CEI DIRET VILA CARMOSINA,"WALDEMAR MANCINI, 666",ITAQUERA,08295-290,,20713321,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (351367.409429 7394812.654038),-23.550233376187876,-46.45619763149147
CEI DIRET DOROTHY STANG,"JOAQUIM ANTONIO DE SOUZA, 61",CIDADE LIDER,08285-190,,27414453,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (349395.638137 7394155.949058),-23.55598124885468,-46.47557693017679
CEI DIRET JOAO BENTO DE CARVALHO,"PEDRO DE MENA, 48",JARDIM MARILIA,03579-270,,27490874,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (347379.869557 7393411.283827),-23.562516726703784,-46.49539775497075
CEI DIRET ELIAS PEREIRA DE MELO PE,"MANDASSAIA, 95",CIDADE ANTONIO ESTEVAO DE CARVALHO,08223-120,,20414068,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (349767.599329 7396548.015302),-23.534415841861076,-46.47169302702686
CEI DIRET JARDIM SAO PEDRO,"LUIS MATEUS, 820",JARDIM SAO PEDRO,08420-750,,25579001,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (354439.176122 7394922.452962),-23.549520715843407,-46.426099236283896
CEI DIRET PARQUE GUARANI,"PINHEIRO DO PARANA, 483",PARQUE GUARANI,08235-590,,20535336,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (350672.30305 7398403.949642),-23.51774052311892,-46.46264744216404
CEI DIRET VILA SANTA TERESINHA,"MAJOR VITORINO DE SOUZA ROCHA, 148",VILA SANTA TERESINHA,08247-080,,20723331,LESTE,47,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (353974.146443 7396430.073604),-23.535865075246335,-46.430506861676996
CEI DIRET VILA CHUCA,"49 R ASSAPABA,",CIDADE LIDER,08285-040,,25215784,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (350144.812932 7394729.227521),-23.55087411043762,-46.46818110039597
CEI DIRET MARIA APARECIDA SIQUEIRA CAMPOS,"ANTONIO LOMBARDO, 56",JARDIM SANTA TEREZINHA ZONA LESTE,03572-230,,27219491,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (347116.26209 7392187.440624),-23.57354279184426,-46.49810530053456
CEI DIRET GABRIEL NOGUEIRA DE QUADROS VER,"LAGOA SECA, 67",JARDIM RECORD,03462-100,,29169195,LESTE,4,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (344146.228336 7392002.829252),-23.574926529683136,-46.52721994630073
CEI DIRET DANIELLE MONTEIRO GCMF,"SENADOR HENRIQUE NOVAES, 310",JARDIM CAGUASSU,03906-000,,27253445,LESTE,4,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (345628.016602 7391206.992167),-23.58225462938991,-46.512786127655204
CEI DIRET CORYNTHO BALDOINO DA COSTA FILHO VER,"JULIO PARIGOT, 203",VILA ANTONIETA,03478-007,,27247725,LESTE,4,26,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (345346.349324 7392732.49873),-23.568453003192662,-46.51538747771148
EMEI CECILIA SANT ANNA DE SOUZA PROFA,"FONTOURA XAVIER, 128",ITAQUERA,08295-300,,25229391,LESTE,57,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (351162.315242 7394523.197797),-23.55282830585987,-46.458235334094645
EMEI LUIS BIRAGHI MONSENHOR,"JOAQUIM FERREIRA DE OLIVEIRA, 50",JARDIM NOSSA SENHORA DO CARMO,08270-480,,25225624,LESTE,57,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (351131.019333 7393167.392204),-23.565068170000455,-46.45867704204133
EMEI GLEBA DO PESSEGO,"DEMETER, 200",GLEBA DO PESSEGO,08265-300,,25228763,LESTE,57,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (351867.688935 7391041.727864),-23.58433020230552,-46.45167171360321
EMEI CONJ HABITACIONAL GOITI,"DOS LIRIOS, S/N",CIDADE ANTONIO ESTEVAO DE CARVALHO,08220-152,,20492478,LESTE,37,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (350144.080028 7396053.82115),-23.538913172686854,-46.46805545477086
CEI DIRET CELSO DANIEL PROF,"JOSE DORIA DE ANDRADE, 535",CIDADE LIDER,08285-340,,27460999,LESTE,24,27,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (349348.052433 7394233.1609),-23.555279617448434,-46.47603525254236
CEI DIRET GOITI,"DOS LIRIOS, 1",CIDADE ANTONIO ESTEVAO DE CARVALHO,08220-152,,20436013,NORTE,61,01,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (321105.724641 7409802.947915),-23.411833478818206,-46.75079394899803
